DocID,NetSales,OperatingIncome,TotalAssets,NetAssets,EquityToAssetRatio,NumberOfIssuedShares,NetIncome
S100UR88,101804000000,20051000000,324238000000,253734000000,0.7799,0.0182,16330000000
S100UR97,189152000000,21539000000,291428000000,194833000000,0.669,155064249,15612000000
S100URBB,243194000000,14771000000,612505000000,194245000000,0.279,0.0032,8857000000
S100URBN,362065000000,58865000000,861482000000,386535000000,0.449,0.0103,
S100URDB,82910000000,17191000000,411496000000,365882000000,0.889,0.0499,
S100URDE,36555183000,5722519000,56591977000,25500928000,0.446,0.0714,4061995000
S100URFS,362195000000,7951000000,650733000000,396183000000,0.584,0.1190,14351000000
S100URG4,164370000000,8205000000,304416000000,151681000000,0.488,0.0386,6021000000
S100URHP,1272731000000,129740000000,3571631000000,1717855000000,0.471,0.0320,103983000000
S100URHU,358065000000,13511000000,534505000000,169958000000,0.310,0.0543,9198000000
S100URI1,2641556000,529210000,5133899000,2420622000,0.471,0.0009,327456000
S100URI3,1388470000000,,4526972000000,2978432000000,0.657,0.0308,
S100URI7,150708000000,28501000000,619769000000,515803000000,0.778,0.0020,27770000000
S100URIW,823655000000,31245000000,2104353000000,831308000000,0.395,0.0531,
S100URIY,15253000000,776000000,20710000000,7488000000,0.362,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額(百万円)資本金残高(百万円)資本準備金増減額(百万円)資本準備金残高(百万円)2024年８月16日(注)１普通株式6,480普通株式10,902,33032,07732,4312024年４月１日～2024年９月30日(注)２普通株式34,070普通株式10,936,40022,08022,433 (注) １．譲渡制限付株式報酬としての新株式の発行による増加であります。発行価格　　　964円資本組入額　　482円割当先　　　　当社の取締役４名２．新株予約権の行使による増加であります。 ",
S100URJ2,63189000000,12524000000,322430000000,73104000000,0.227,0.0177,
S100URJG,847093000000,38821000000,2413814000000,1049816000000,0.423,0.028,31641000000
S100URJZ,952740000,52891000,2661744000,1793405000,0.674,0.0342,44294000
S100URK9,221620000000,40058000000,640489000000,356664000000,0.555,0.1076,23182000000
S100URKY,5011555000000,516051000000,32968793000000,7122456000000,0.216,0.0334,
S100URL1,17662000000,1718000000,17568000000,10430000000,0.594,0.0002,1208000000
S100URM6,99073000000,43060000000,2405229000000,539869000000,0.199,0.001,23858000000
S100URME,371707000000,20609000000,369884000000,244667000000,0.661,0.0198,14054000000
S100URMM,3758684000,884644000,18658455000,6803171000,0.365,0.316,
S100URN0,70147000000,9862000000,226432000000,173358000000,0.766,0.1197,
S100URN2,67015000000,5370000000,95841000000,43581000000,0.419,0.0498,4123000000
S100UROE,248518000000,20190000000,1213769000000,577903000000,0.470,0.0495,14865000000
S100URP9,574825000000,,24227440000000,1094336000000,0.045,0.0001,
S100URPQ,19171947000,6104447000,59980043000,47252413000,0.787,0.0585,3703539000
S100URQN,546961000000,38000000000,551041000000,239207000000,0.418,0.0136,25864000000
S100URR3,544750000000,63144000000,1994102000000,1343981000000,0.596,0.1111,49222000000
S100URSN,1213559000,215292000,6143965000,2478839000,0.403,10246600,159791000
S100URT9,3448167000,-558690000,8844212000,5007286000,0.544,0.0000,-511508000
S100URTN,672117000000,28490000000,1419885000000,673464000000,0.474,0.0560,
S100URTV,393551000000,105124000000,2073699000000,1843158000000,0.887,0.0502,94735000000
S100URU0,1708678000,81265000,9870078000,2828730000,0.287,0.0000,41678000
S100URU6,91108000,-518624000,5439146000,3791806000,0.694,0.0003,-477360000
S100URVD,9335358000,589309000,26693867000,3483819000,0.130,0.0000,349662000
S100URWA,51096000000,6070000000,121817000000,85366000000,0.700,0.0150,7323000000
S100URWP,73314000000,20878000000,249499000000,211466000000,0.848,0.0409,
S100URWT,187051000000,27272000000,668454000000,525075000000,0.786,0.0347,
S100URX7,116988000000,18676000000,177984000000,123700000000,0.6950,0.0000,15293000000
S100URXN,28891000000,6622000000,38413000000,28824000000,0.750,0.0001,4453000000
S100URXU,2104000000,-1317000000,51000000000,41647000000,0.817,0.019,
S100URYN,287235000000,17695000000,793722000000,382345000000,0.482,0.0163,
S100URYQ,155427000000,2143000000,549848000000,328285000000,0.595,0.0421,3400000000
S100URZ4,2157680000,540948000,3919637000,3075181000,0.785,2405000,369403000
S100URZZ,127869000000,20966000000,334957000000,238800000000,0.694,0.0341,16594000000
S100US0G,7893000,-398694000,5760567000,5584194000,0.967,0.0020,-466176000
S100US0V,4220055000000,173076000000,63939110000000,2761357000000,0.043,1031348700,120118000000
S100US1V,2694747000,344036000,5347092000,3197825000,0.598,0.0154,210234000
S100US1X,400674000000,,1010785000000,,0.753,0.0428,
S100US38,6335381000,1204242000,6169660000,2420521000,0.3923,11364000,817402000
S100US3I,2164597000,245598000,4544716000,3610360000,0.792,0.0287,167637000
S100US41,121550000000,17158000000,339359000000,205192000000,0.382,0.0348,4448000000
S100US7A,6013083000,881471000,4874001000,2730666000,0.5600,0.0092,594637000
S100US86,104983000000,12662000000,292752000000,152535000000,0.5113,0.0581,9517000000
S100US97,4255274000,842656000,18681449000,3238345000,0.172,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式 総数増減数 (株)発行済株式 総数残高 (株)資本金増減額 (千円)資本金残高 (千円)資本準備金 増減額 (千円)資本準備金 残高 (千円)2024年９月30日―10,980,000―1,507,600―2,734,100  ",531582000
S100US9H,1240436000,198282000,3858232000,3101837000,0.804,0.0096,135415000
S100US9I,13848713000,-31399000,16064047000,2691166000,0.147,0.0001,-196772000
S100USBP,5113875000,1167501000,13054556000,11011750000,0.844,9687400,726027000
S100USCG,978387000,-162111000,4287448000,2478162000,0.565,0.0036,-99045000
S100USEF,5266105000,971413000,3743080000,2596603000,0.694,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2024年４月15日（注）１△64,000,00016,000,000－100,000－5002024年６月26日（注）２50,00016,050,00030,714130,71430,71431,214(注)１．当社は2024年３月29日付の臨時株主総会決議により、2024年４月15日付で普通株式５株につき１株の割合で株式併合を実施しております。２．有償一般募集（ブックビルディング方式による募集）発行価格　　　　1,330円引受価額　　 1,228.57円資本組入額　　614.285円払込金総額　　 61,428千円",621313000
S100USHB,175117000000,,4053405000000,656440000000,0.1619,0.1450,
S100USI4,2395730000,219954000,3047930000,2004815000,0.658,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2024年４月１日～2024年９月30日－9,593,200－860,661－840,731 ",132414000
S100USIT,4499956000,-240747000,15521421000,7235997000,0.460,－,-231294000
S100USRP,２  地域ごとの情報当社グループの本邦以外の外部顧客に対する取引及び当社グループの本邦以外に所在している有形固定資産については、重要性が乏しいことから、記載を省略しております。,11789000000,23900589000000,1140064000000,0.0474,1209616000,29359000000
S100UT39,２  報告セグメントごとの利益又は損失の金額の算定方法報告されている事業セグメントの会計処理の方法は、「中間連結財務諸表作成のための基本となる重要な事項」における記載と同一であります。なお、市場部門で調達した資金を個人部門、法人部門で活用する場合、社内の一定のルールに基づいて算出した損益を、それぞれの部門の業績として振り分けております。当グループでは、資産を事業セグメント別に配分していないことから、セグメント資産の開示を省略しております。,39668000000,72182378000000,2444269000000,0.0336,2400980000,82677000000
S100UT66,809683000000,93881000000,24656556000000,2947012000000,0.1176,593767000,-1159000000
S100UT7X,(1) 経常収益当行グループは、本邦の外部顧客に対する経常収益に区分した金額が中間連結損益計算書の経常収益の90％を超えるため、記載を省略しております。,,226644965000000,9479384000000,0.0416,3749545000,158645000000
S100UTCL,157499000000,20465000000,15908582000000,1133265000000,0.0712,585129000,24754000000
S100UTID,1575551000000,34668000000,28071715000000,3693924000000,0.1303,680000000,97903000000
S100UTOD,18357000000,4000000,188093000000,40111000000,0.213,24820530,1493000000
S100UTRZ,458779000000,104638000000,17398428000000,987020000000,0.056,589000000,-148314000000
S100UTSJ,342829000000,33137000000,306512000000,208492000000,0.666,280780000,23253000000
S100UTTT,37932651000,2183618000,15378731000,6735904000,0.4380,13183160,305650000
S100UTUU,"(1）経常収益　前中間連結会計期間（自　2023年４月１日　至　2023年９月30日）（単位：百万円）日本その他合計138,81914,159152,979（注）１　一般企業の売上高に代えて、経常収益を記載しております。　　　２　経常収益は、当行グループ拠点の所在地を基礎として分類しております。 当中間連結会計期間（自　2024年４月１日　至　2024年９月30日）（単位：百万円）日本その他合計150,44623,187173,634（注）１　一般企業の売上高に代えて、経常収益を記載しております。　　　２　経常収益は、当行グループ拠点の所在地を基礎として分類しております。（表示方法の変更）　本邦の外部顧客に対する経常収益に区分した金額が中間連結損益計算書の経常収益の90％以下となったため、当中間連結会計期間より記載しております。この表示方法の変更を反映させるため、前中間連結会計期間の「２　地域ごとの情報　(1）経常収益」の表示を変更しております。",,18967431000000,1041828000000,0.0549,815521000,35264000000
S100UTWM,(1) 経常収益当社グループは、本邦の外部顧客に対する経常収益に区分した金額が中間連結損益計算書の経常収益の90％を超えるため、記載を省略しております。,15602000000,21320055000000,883490000000,0.0414,1089055000,26941000000
S100UU7L,２．報告セグメントごとの実質業務粗利益及び実質業務純益の金額の算定方法報告セグメントの情報は内部管理報告を基礎とし、会計処理の方法は「中間連結財務諸表の作成のための基本となる重要な事項」における記載と概ね同一でありますが、社内管理の取扱いに則り処理をしております。実質業務純益は実質業務粗利益から総経費を控除した金額であります。実質業務粗利益及び総経費は、当社及び連結子会社の業務粗利益及び経費（除く臨時処理分）に持分法適用会社の損益（臨時要因を除いた持分割合考慮後の金額）等を反映した社内管理ベースの計数であります。また、セグメント間の取引及びセグメント間に跨る収益については社内管理（市場実勢価格）基準により算定しております。なお、セグメント別資産情報として開示している固定資産は、有形固定資産及び無形固定資産の合計であり、三井住友信託銀行株式会社に係る固定資産を各セグメントに配賦しております。 ,40671000000,68838019000000,2751956000000,0.0395,375291000,104032000000
S100UUAQ,(1) 経常収益当社グループは、本邦の外部顧客に対する経常収益に区分した金額が中間連結損益計算書の経常収益の90％を超えるため、記載を省略しております。 ,9823000000,28827763000000,868205000000,0.0300,191138000,30760000000
S100UUEI,926295000000,138650000000,295183423000000,13507033000000,0.038,3657797000,205975000000
S100UUJB,1164502000000,-5138000000,13255901000000,1881210000000,0.1407,347698000,-77138000000
S100UUN7,２．報告セグメント毎のビジネス収益、ビジネス利益又は損失、資産、負債の金額の算定方法報告セグメントの会計処理の方法は、「中間連結財務諸表作成のための基本となる重要な事項」における記載と概ね同一であります。連結粗利益、持分法による投資損益及び株式等関係損益を合計した金額を「ビジネス収益」としております。各報告セグメント間の資金運用・調達取引にかかる損益については、通貨別・期間別に平均調達レートをベースにして定めた本支店レートや、調達活動にかかる経費配賦比率をベースに算定しております。また、ビジネス活動に直接関係しない本社経費は各報告セグメントへ配賦せず、報告セグメント対象外の損益としております。固定資産については、報告セグメントに配分しておりませんが、関連する費用については該当するセグメントに配分しております。 ,,7157529000000,438672000000,0.062,118289000,15389000000
S100UUTP,－,-126388000,－,－,－,20474000,－
S100UUTT,1039779000,402788000,2553782000,2338174000,0.914,7711400,-1031633000
S100UUUO,2183072000,497081000,1163715000,171156000,0.146,3354750,78169000
S100UV0T,2008846000000,381090000000,2411990000000,956562000000,0.397,106073656,62422000000
S100UV2Y,－,257887000,3689522000,1111884000,0.301,2604418,19410000
S100UV4B,4177862000,713502000,2809386000,993398000,0.353,8312817,208281000
S100UV55,－,319617000,－,－,－,5173400,－
S100UV5Q,(1）営業収益　本邦の外部顧客への営業収益が連結損益計算書の営業収益の90％を超えるため、記載を省略しております。,1589653000,1951598000,1053164000,0.539,9330900,233461000
S100UV81, ２  報告セグメントごとの粗利益、営業純益及び固定資産の金額の算定方法報告されている事業セグメントの会計処理の方法は、連結の範囲を除き、「(中間連結財務諸表作成のための基本となる重要な事項)」における記載と概ね同一であります。連結の範囲は主要な子会社を対象としており、計数は原則として内部取引消去等連結調整前の社内管理計数となっております。複数セグメントに跨る収益・費用の計上方法は、原則として市場実勢価格を基とする社内管理会計基準により算定しております。なお、セグメント別資産情報として開示している固定資産は、有形固定資産及び無形固定資産の合計であり、三菱ＵＦＪ銀行及び三菱ＵＦＪ信託銀行株式会社(以下、「三菱ＵＦＪ信託銀行」という。)に係る固定資産を各セグメントに配分しております。 （報告セグメントの利益又は損失の算定方法の変更）当中間連結会計期間より、事業本部間の粗利益・経費の配賦方法を変更しており、報告セグメントの利益の算定方法を変更しております。なお、前中間連結会計期間のセグメント情報は、変更後の算定方法に基づき作成しております。 ,172990000000,391800530000000,17850938000000,0.0429,13281995120,231091000000
